City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
177,Kapoeta,4.7717,33.5903,90.52,27,34,13.78,SS,2022-01-09 17:00:33
178,Pacific Grove,36.6177,-121.9166,55.63,82,0,1.99,US,2022-01-09 17:01:45
179,Leningradskiy,69.3833,178.4167,-12.57,91,72,9.22,RU,2022-01-09 17:03:01
180,Ranong,9.9658,98.6348,73.31,90,28,5.66,TH,2022-01-09 17:03:01
181,Saskylakh,71.9167,114.0833,2.93,90,100,13.8,RU,2022-01-09 17:03:01
182,Luganville,-15.5333,167.1667,77.77,82,100,5.44,VU,2022-01-09 17:03:02
183,Libreville,0.3925,9.4537,81.64,79,100,9.31,GA,2022-01-09 17:00:31
184,Kedougou,12.5579,-12.1743,96.31,11,40,6.38,SN,2022-01-09 17:04:02
185,Brindisi,40.5833,17.6667,48.43,74,100,8.77,IT,2022-01-09 17:04:02
186,Asfi,32.2994,-9.2372,65.91,51,3,14.63,MA,2022-01-09 17:04:03
187,Geraldton,-28.7667,114.6,64.81,72,0,13.8,AU,2022-01-09 17:04:03
188,Anchorage,61.2181,-149.9003,10.85,73,32,1.99,US,2022-01-09 17:04:04
189,Atlantis,-33.5667,18.4834,76.42,74,100,13.24,ZA,2022-01-09 17:00:30
190,Kavaratti,10.5669,72.642,79.84,67,0,9.28,IN,2022-01-09 17:04:04
191,Salalah,17.0151,54.0924,73.49,46,0,5.75,OM,2022-01-09 17:04:04
192,Cherskiy,68.75,161.3,-25.26,100,95,2.64,RU,2022-01-09 17:04:05
193,Sistranda,63.7256,8.834,33.76,65,0,9.33,NO,2022-01-09 17:01:58
194,Suluq,31.6682,20.2521,56.66,61,88,18.88,LY,2022-01-09 17:04:05
195,Bredasdorp,-34.5322,20.0403,70.29,84,99,8.34,ZA,2022-01-09 17:04:05
196,Padang,-0.9492,100.3543,77.05,88,97,4.41,ID,2022-01-09 17:00:28
197,Sivas,39.7916,37.0019,38.03,87,75,23.02,TR,2022-01-09 17:04:06
198,Qasigiannguit,68.8193,-51.1922,8.85,91,100,5.1,GL,2022-01-09 17:04:06
199,Tuktoyaktuk,69.4541,-133.0374,-18.4,69,75,13.8,CA,2022-01-09 17:04:06
200,Lompoc,34.6391,-120.4579,64.13,80,0,5.75,US,2022-01-09 17:04:07
201,Fuxin,42.0156,121.6589,17.83,89,99,6.55,CN,2022-01-09 17:00:32
202,Araouane,18.9048,-3.5265,70.34,10,97,13.13,ML,2022-01-09 17:04:07
203,Porto Walter,-8.2686,-72.7439,92.95,40,96,2.89,BR,2022-01-09 17:04:08
204,Qaanaaq,77.484,-69.3632,2.55,74,93,5.23,GL,2022-01-09 17:04:08
205,Borovoy,55.4333,86.0833,25.88,86,100,22.37,RU,2022-01-09 17:04:08
206,Buala,-8.145,159.5921,79.25,86,48,7.7,SB,2022-01-09 17:04:09
207,Itainopolis,-7.4469,-41.4783,100.96,25,24,3.69,BR,2022-01-09 17:04:09
208,Puerto Colombia,10.9878,-74.9547,81.27,68,27,15.43,CO,2022-01-09 17:04:10
209,Tasiilaq,65.6145,-37.6368,32.16,85,100,47.49,GL,2022-01-09 17:04:10
210,Saint George,37.1041,-113.5841,44.44,59,0,0.0,US,2022-01-09 17:04:10
211,Cidreira,-30.1811,-50.2056,75.96,61,34,16.67,BR,2022-01-09 17:04:11
212,Storslett,69.7678,21.0247,16.12,81,22,8.97,NO,2022-01-09 17:04:11
213,Saldanha,-33.0117,17.9442,68.27,80,100,13.78,ZA,2022-01-09 17:04:11
214,Hasaki,35.7333,140.8333,41.4,68,100,17.92,JP,2022-01-09 17:04:12
215,Okhotsk,59.3833,143.3,4.73,76,100,15.52,RU,2022-01-09 17:04:12
216,Shirokiy,49.758,129.523,-31.11,100,46,2.73,RU,2022-01-09 17:04:12
217,Sur,22.5667,59.5289,69.4,53,0,1.43,OM,2022-01-09 17:04:13
218,Saint Anthony,45.0205,-93.218,2.79,65,0,4.0,US,2022-01-09 17:04:13
219,San Quintin,30.4833,-115.95,60.98,58,99,3.4,MX,2022-01-09 17:04:13
220,Banjar,-8.19,114.9675,76.91,91,100,2.75,ID,2022-01-09 17:04:14
221,Klaksvik,62.2266,-6.589,41.92,80,92,25.43,FO,2022-01-09 17:04:14
222,Port Macquarie,-31.4333,152.9167,69.89,88,42,7.11,AU,2022-01-09 17:04:14
223,Yerbogachen,61.2767,108.0108,-9.35,81,77,9.62,RU,2022-01-09 17:04:15
224,Minab,27.1467,57.0801,54.9,40,0,5.7,IR,2022-01-09 17:04:15
225,Miyakonojo,31.7333,131.0667,38.5,85,12,2.73,JP,2022-01-09 17:04:15
226,Dangriga,16.9692,-88.2321,82.98,80,23,13.09,BZ,2022-01-09 17:04:16
227,Shimoda,34.6667,138.95,48.11,67,100,12.62,JP,2022-01-09 17:05:16
228,Pathein,16.7833,94.7333,69.8,81,5,6.6,MM,2022-01-09 17:05:16
229,Pimentel,-6.8367,-79.9342,82.69,51,0,18.41,PE,2022-01-09 17:05:17
230,Port Alfred,-33.5906,26.891,75.63,84,1,29.19,ZA,2022-01-09 17:05:17
231,Cape Town,-33.9258,18.4232,78.35,64,100,1.01,ZA,2022-01-09 17:05:02
232,Forest Lake,45.2789,-92.9852,2.35,69,8,4.0,US,2022-01-09 17:00:54
233,Sivaki,52.6333,126.75,-18.49,95,35,4.94,RU,2022-01-09 17:05:17
234,Vardo,70.3705,31.1107,24.78,80,75,25.32,NO,2022-01-09 17:05:18
235,Sechura,-5.5569,-80.8222,81.79,54,89,9.24,PE,2022-01-09 17:05:18
236,Atakpame,7.5333,1.1333,93.65,15,94,4.09,TG,2022-01-09 17:05:18
237,Pangnirtung,66.1451,-65.7125,-24.97,89,42,6.44,CA,2022-01-09 17:05:19
238,Shiyan,32.6475,110.7781,45.75,75,79,1.66,CN,2022-01-09 17:05:11
239,Aberdeen,57.1437,-2.0981,33.49,93,8,3.44,GB,2022-01-09 17:04:58
240,Eureka,40.8021,-124.1637,44.2,59,4,7.36,US,2022-01-09 17:05:10
241,Alice Springs,-23.7,133.8833,76.55,20,1,6.91,AU,2022-01-09 17:05:19
242,Zlobin,45.2924,14.6541,34.9,72,40,5.75,HR,2022-01-09 17:05:20
243,Iquique,-20.2208,-70.1431,72.68,69,86,5.37,CL,2022-01-09 17:01:25
244,Celestun,20.8667,-90.4,82.53,60,33,6.89,MX,2022-01-09 17:05:20
245,San Felipe,10.3399,-68.7425,83.23,52,82,9.57,VE,2022-01-09 17:05:20
246,Never,46.9896,3.159,44.35,81,75,8.05,FR,2022-01-09 17:05:21
247,Kampot,10.6167,104.1833,75.69,70,14,4.29,KH,2022-01-09 17:05:21
248,Los Llanos De Aridane,28.6585,-17.9182,66.13,59,0,1.99,ES,2022-01-09 17:05:21
249,Umarkot,25.3616,69.7362,62.6,42,0,8.48,PK,2022-01-09 17:05:22
250,Chilca,-12.5211,-76.7372,79.09,74,11,7.96,PE,2022-01-09 17:05:22
251,Sola,-13.8833,167.55,82.15,75,82,13.31,VU,2022-01-09 17:05:22
252,Eyl,7.9803,49.8164,76.1,63,5,20.47,SO,2022-01-09 17:05:23
253,Hami,42.8,93.45,25.14,44,0,2.8,CN,2022-01-09 17:05:23
254,Virginia Beach,36.8529,-75.978,62.65,69,75,20.71,US,2022-01-09 17:05:23
255,Abnub,27.2696,31.1511,60.75,38,100,7.14,EG,2022-01-09 17:05:24
256,Sinazongwe,-17.2614,27.4618,76.77,76,100,5.37,ZM,2022-01-09 17:05:24
257,Ariquemes,-9.9133,-63.0408,79.83,79,100,5.23,BR,2022-01-09 17:02:33
258,Oistins,13.0667,-59.5333,84.29,54,20,25.32,BB,2022-01-09 17:05:24
259,Matipo,-20.2839,-42.3411,68.23,99,100,3.06,BR,2022-01-09 17:05:25
260,Ouargaye,11.5033,0.0572,89.64,10,26,8.75,BF,2022-01-09 17:05:25
261,Gotsu,35.0,132.2167,44.53,69,99,4.0,JP,2022-01-09 17:05:25
262,Madimba,-10.4,40.3333,82.04,76,81,13.0,TZ,2022-01-09 17:05:26
263,Voh,-20.9667,164.7,76.6,88,10,4.54,NC,2022-01-09 17:05:26
264,Koungou,-12.7336,45.2042,78.51,83,0,9.22,YT,2022-01-09 17:05:26
265,Dehui,44.5333,125.7,1.33,98,58,3.76,CN,2022-01-09 17:05:26
266,Linden,6.0,-58.3,80.74,40,71,5.17,GY,2022-01-09 17:05:27
267,Skjervoy,70.0311,20.9714,26.89,67,39,7.54,NO,2022-01-09 17:05:27
268,Belaya Gora,68.5333,146.4167,-31.14,100,91,3.09,RU,2022-01-09 17:05:27
269,Udachnyy,66.4167,112.4,0.75,69,100,21.18,RU,2022-01-09 17:04:12
270,Tairua,-37.0167,175.85,67.08,92,100,4.47,NZ,2022-01-09 17:04:35
271,Selikhino,50.3672,137.4996,-8.75,99,100,4.05,RU,2022-01-09 17:05:28
272,Faanui,-16.4833,-151.75,79.99,77,67,3.89,PF,2022-01-09 17:03:17
273,Sao Geraldo Do Araguaia,-6.4006,-48.555,78.33,85,95,5.75,BR,2022-01-09 17:06:28
274,Dingle,10.9995,122.6711,73.6,95,23,5.99,PH,2022-01-09 17:06:29
275,Lorengau,-2.0226,147.2712,80.37,79,100,7.31,PG,2022-01-09 17:06:29
276,Saint-Francois,46.4154,3.9054,41.47,89,75,2.3,FR,2022-01-09 17:06:29
277,Faya,18.3851,42.4509,57.72,63,22,4.79,SA,2022-01-09 17:06:29
278,Snezhnogorsk,69.1933,33.2531,6.58,85,100,13.42,RU,2022-01-09 17:06:30
279,Vila,42.0304,-8.1588,48.74,95,100,4.36,PT,2022-01-09 17:06:30
280,Chateauroux,46.8167,1.7,46.4,81,100,11.5,FR,2022-01-09 17:06:31
281,Esperance,-33.8667,121.9,62.91,65,81,16.73,AU,2022-01-09 17:04:23
282,Nakatsu,33.5981,131.1883,48.18,70,80,4.25,JP,2022-01-09 17:06:31
283,Tura,25.5198,90.2201,62.08,60,82,1.9,IN,2022-01-09 17:06:31
284,Norden,53.6,7.2,40.98,91,100,14.56,DE,2022-01-09 17:06:32
285,Cavalcante,-13.7975,-47.4583,70.34,94,100,3.09,BR,2022-01-09 17:06:32
286,Palmer,42.1584,-72.3287,40.01,74,100,8.01,US,2022-01-09 17:04:28
287,Masindi,1.6744,31.715,78.22,31,100,3.51,UG,2022-01-09 17:02:15
288,Yaan,7.3833,8.5667,95.65,14,10,1.45,NG,2022-01-09 17:06:33
289,Tolmin,46.183,13.7332,39.34,69,100,5.01,SI,2022-01-09 17:06:33
290,Pevek,69.7008,170.3133,-16.46,100,65,2.93,RU,2022-01-09 17:06:33
291,Raga,8.4596,25.678,86.49,21,89,2.19,SS,2022-01-09 17:06:34
292,Rio Gallegos,-51.6226,-69.2181,62.65,22,75,27.63,AR,2022-01-09 17:06:34
293,Adeje,28.1227,-16.726,69.94,35,0,8.99,ES,2022-01-09 17:03:47
294,Mezen,65.8522,44.24,5.52,95,99,9.31,RU,2022-01-09 17:06:34
295,Klyuchi,52.2667,79.1667,8.85,93,84,11.27,RU,2022-01-09 17:06:35
296,Devecser,47.1032,17.438,32.13,63,100,2.42,HU,2022-01-09 17:06:35
297,Waipawa,-41.4122,175.5153,61.43,79,100,6.73,NZ,2022-01-09 17:06:35
298,Comodoro Rivadavia,-45.8667,-67.5,69.66,32,0,12.66,AR,2022-01-09 17:06:36
299,Sao Felix Do Xingu,-6.6447,-51.995,72.72,97,100,3.2,BR,2022-01-09 17:06:36
300,Taoudenni,22.6783,-3.9836,67.14,11,0,16.33,ML,2022-01-09 17:06:36
301,Tabou,4.423,-7.3528,82.69,72,100,9.84,CI,2022-01-09 17:06:37
302,Winnemucca,40.973,-117.7357,32.05,64,0,10.36,US,2022-01-09 17:06:37
303,Konevo,62.1215,39.3192,11.32,97,100,4.63,RU,2022-01-09 17:02:02
304,Cascais,38.6979,-9.4215,58.51,69,75,3.0,PT,2022-01-09 17:06:38
305,Bayir,37.2687,28.2167,45.12,95,99,10.85,TR,2022-01-09 17:06:38
306,Bajos De Haina,18.4154,-70.0332,85.96,69,40,11.5,DO,2022-01-09 17:06:39
307,Coihaique,-45.5752,-72.0662,68.61,42,40,9.22,CL,2022-01-09 17:06:01
308,Lenine,45.2986,35.7771,49.01,92,100,12.82,UA,2022-01-09 17:06:39
309,Saravan,39.7196,45.6483,16.45,71,4,7.09,AM,2022-01-09 17:06:40
310,Komsomolskiy,40.4272,71.7189,39.92,70,75,0.0,UZ,2022-01-09 17:06:40
311,Jiquinlaca,14.0,-88.35,83.07,30,18,4.72,HN,2022-01-09 17:06:41
312,Cayenne,4.9333,-52.3333,83.08,74,100,1.01,GF,2022-01-09 17:06:41
313,Lata,40.1629,-8.3327,56.05,96,100,4.43,PT,2022-01-09 17:06:41
314,Gobabis,-22.45,18.9667,77.5,52,67,19.75,NA,2022-01-09 17:06:42
315,Pirojpur,22.5667,89.9833,66.43,61,0,3.18,BD,2022-01-09 17:06:42
316,Port Lincoln,-34.7333,135.8667,68.9,69,65,11.86,AU,2022-01-09 17:06:43
317,Teguldet,57.3064,88.1667,25.11,91,100,9.51,RU,2022-01-09 17:07:43
318,Severo-Kurilsk,50.6789,156.125,27.21,84,64,7.4,RU,2022-01-09 17:07:43
319,Piacabucu,-10.4056,-36.4344,85.23,64,100,12.97,BR,2022-01-09 17:07:43
320,Umm Kaddadah,13.6017,26.6876,81.41,20,48,5.23,SD,2022-01-09 17:07:44
321,Mabaruma,8.2,-59.7833,84.22,54,100,6.64,GY,2022-01-09 17:03:13
322,Itaocara,-21.6692,-42.0761,71.83,97,100,2.15,BR,2022-01-09 17:07:44
323,Nuevo Progreso,23.1667,-97.95,81.54,69,72,3.0,MX,2022-01-09 17:07:45
324,Petropavlovsk-Kamchatskiy,53.0452,158.6483,27.5,97,100,5.01,RU,2022-01-09 17:04:14
325,Bhimunipatnam,17.8833,83.4333,71.11,73,0,1.97,IN,2022-01-09 17:07:45
326,Korhogo,9.45,-5.6333,92.93,10,52,5.97,CI,2022-01-09 17:07:45
327,Marystown,47.1666,-55.1483,30.85,100,99,5.01,CA,2022-01-09 17:06:18
328,Tiarei,-17.5333,-149.3333,78.82,79,62,14.07,PF,2022-01-09 17:07:46
329,Portobelo,9.55,-79.65,89.62,69,26,14.85,PA,2022-01-09 17:07:46
330,Amos,48.5669,-78.1162,28.18,92,100,13.2,CA,2022-01-09 17:07:46
331,Dwarka,22.2394,68.9678,66.97,52,0,8.21,IN,2022-01-09 17:07:47
332,College,64.8569,-147.8028,-9.74,67,0,5.75,US,2022-01-09 17:07:47
333,Vitim,59.4511,112.5578,-27.45,99,6,1.97,RU,2022-01-09 17:07:48
334,Vypolzovo,57.8767,33.6986,14.32,98,100,3.76,RU,2022-01-09 17:07:48
335,Safaga,26.7292,33.9365,67.03,59,100,3.58,EG,2022-01-09 17:07:48
336,Ambalavao,-21.8333,46.9333,66.04,92,100,5.37,MG,2022-01-09 17:07:49
337,Port Augusta,-32.5,137.7667,77.7,32,1,5.14,AU,2022-01-09 17:07:49
338,Brae,60.3964,-1.353,40.91,93,99,25.55,GB,2022-01-09 17:07:49
339,Locri,38.2414,16.2623,52.83,84,100,5.59,IT,2022-01-09 17:07:50
340,Khudumelapye,-23.8833,24.75,80.35,40,93,9.6,BW,2022-01-09 17:07:50
341,Talara,-4.5772,-81.2719,83.16,57,40,17.27,PE,2022-01-09 17:07:51
342,Qandala,11.472,49.8728,75.0,69,21,10.27,SO,2022-01-09 17:07:51
343,Zhigansk,66.7697,123.3711,-33.21,96,71,18.05,RU,2022-01-09 17:07:51
344,Lakatoro,-16.0999,167.4164,79.63,87,100,5.01,VU,2022-01-09 17:07:52
345,Kamenka,51.3223,42.7678,22.75,84,100,16.64,RU,2022-01-09 17:07:52
346,Georgetown,5.4112,100.3354,82.89,75,20,10.36,MY,2022-01-09 17:07:52
347,Maykor,59.0059,55.88,7.47,94,99,10.54,RU,2022-01-09 17:07:53
348,Palana,59.1167,159.9667,17.55,77,99,10.74,RU,2022-01-09 17:07:53
349,Secunda,-26.55,29.1667,71.33,72,99,1.01,ZA,2022-01-09 17:07:53
350,Te Anau,-45.4167,167.7167,55.31,92,74,0.92,NZ,2022-01-09 17:07:54
351,Kraskino,42.7114,130.7794,15.01,62,2,4.05,RU,2022-01-09 17:07:54
352,Shangrao,28.4532,117.9686,44.56,92,67,0.81,CN,2022-01-09 17:07:54
353,Naze,28.3667,129.4833,57.9,79,100,10.51,JP,2022-01-09 17:07:55
354,Dunedin,-45.8742,170.5036,57.33,95,98,3.36,NZ,2022-01-09 17:07:55
355,Aykhal,66.0,111.5,-4.16,74,100,27.29,RU,2022-01-09 17:07:55
356,Entre Rios,-11.9419,-38.0844,90.25,39,100,6.87,BR,2022-01-09 17:07:56
357,Sitka,57.0531,-135.33,40.89,75,100,32.21,US,2022-01-09 17:07:56
358,Matay,28.419,30.7792,57.78,34,86,7.85,EG,2022-01-09 17:07:56
359,Ecully,45.7773,4.7748,41.92,94,100,4.97,FR,2022-01-09 17:07:57
360,Tommot,58.9564,126.2925,-25.73,99,100,1.52,RU,2022-01-09 17:07:57
361,Alofi,-19.0595,-169.9187,79.77,76,100,14.85,NU,2022-01-09 17:08:57
362,Iwanai,42.9744,140.5089,25.9,84,100,2.64,JP,2022-01-09 17:08:58
363,Acari,-15.4311,-74.6158,80.98,63,94,11.9,PE,2022-01-09 17:08:58
364,Port Hedland,-20.3167,118.5667,82.45,78,5,8.05,AU,2022-01-09 17:08:58
365,Bonito,-21.1211,-56.4819,98.15,28,7,6.13,BR,2022-01-09 17:08:59
366,Plouzane,48.3833,-4.6167,50.18,96,100,3.44,FR,2022-01-09 17:08:59
367,Lima,-12.0432,-77.0282,77.4,80,0,1.01,PE,2022-01-09 17:08:27
368,Lipin Bor,60.2622,37.9763,17.96,95,100,7.54,RU,2022-01-09 17:09:00
369,Agadir,30.4202,-9.5982,72.05,46,56,5.46,MA,2022-01-09 17:07:37
370,Victoria,22.2855,114.1577,64.45,79,17,1.99,HK,2022-01-09 17:05:57
371,Anyang,36.0994,114.3289,39.6,68,100,3.2,CN,2022-01-09 17:09:00
372,Rovnoye,50.7765,46.0509,16.9,90,100,7.47,RU,2022-01-09 17:09:00
373,Kaseda,31.4167,130.3167,50.47,68,32,12.66,JP,2022-01-09 17:09:01
374,Coolum Beach,-26.5333,153.1,75.11,95,4,7.23,AU,2022-01-09 17:09:01
375,Gualeguay,-33.1416,-59.3097,96.58,18,0,8.01,AR,2022-01-09 17:09:01
376,Bakchar,57.0186,82.0711,15.71,92,100,9.01,RU,2022-01-09 17:09:02
377,Chara,56.9064,118.2631,-26.28,85,35,0.94,RU,2022-01-09 17:09:02
378,Sabang,5.8933,95.3214,81.66,77,96,13.94,ID,2022-01-09 17:09:02
379,Lysva,58.1086,57.8053,0.48,96,98,8.3,RU,2022-01-09 17:09:03
380,Quatre Cocos,-20.2078,57.7625,78.1,78,83,5.06,MU,2022-01-09 17:09:03
381,Shaki,41.0833,47.1667,38.19,79,14,1.95,AZ,2022-01-09 17:09:04
382,Bambous Virieux,-20.3428,57.7575,78.22,79,88,5.88,MU,2022-01-09 17:09:04
383,Neuquen,-38.9516,-68.0591,91.29,22,0,8.05,AR,2022-01-09 17:08:33
384,Staryy Nadym,65.6118,72.6842,-18.17,99,66,8.28,RU,2022-01-09 17:09:04
385,Mwingi,-0.9344,38.0601,67.6,82,26,0.83,KE,2022-01-09 17:09:04
386,Druzhba,52.0428,33.9453,26.83,96,100,9.86,UA,2022-01-09 17:09:05
387,Gidole,5.65,37.3667,68.0,43,74,4.76,ET,2022-01-09 17:09:05
388,Hualmay,-11.0964,-77.6139,76.15,68,18,10.33,PE,2022-01-09 17:09:05
389,Manyana,-23.4,21.7167,79.52,45,98,11.34,BW,2022-01-09 17:09:06
390,Okha,53.5739,142.9478,2.12,89,100,27.13,RU,2022-01-09 17:09:06
391,Jawhar,2.7809,45.5005,76.82,71,18,18.72,SO,2022-01-09 17:09:07
392,North Bend,43.4065,-124.2243,45.12,88,0,8.05,US,2022-01-09 17:05:10
393,Caucaia,-3.7361,-38.6531,88.07,67,75,13.8,BR,2022-01-09 17:09:07
394,Nantucket,41.2835,-70.0995,49.14,76,97,29.97,US,2022-01-09 17:09:07
395,Asau,46.4333,26.4,39.76,92,100,2.59,RO,2022-01-09 17:09:08
396,Tuatapere,-46.1333,167.6833,57.81,97,91,1.28,NZ,2022-01-09 17:09:08
397,Teguise,29.0605,-13.564,62.82,55,0,4.61,ES,2022-01-09 17:09:09
398,Provideniya,64.3833,-173.3,0.73,66,0,10.29,RU,2022-01-09 17:09:09
399,Severomuysk,56.1481,113.4267,-22.61,73,1,0.36,RU,2022-01-09 17:09:09
400,Kaitangata,-46.2817,169.8464,55.72,98,96,2.06,NZ,2022-01-09 17:09:10
401,Mazatlan,23.2167,-106.4167,73.36,78,75,0.0,MX,2022-01-09 17:09:10
402,Nalut,30.3333,10.85,49.44,35,1,13.24,LY,2022-01-09 17:09:10
403,Wanaka,-44.7,169.15,60.12,72,46,3.0,NZ,2022-01-09 17:04:48
404,Kalmunai,7.4167,81.8167,76.93,86,100,5.48,LK,2022-01-09 17:09:11
405,Bocas Del Toro,9.3333,-82.25,88.07,72,55,6.24,PA,2022-01-09 17:06:56
406,Belyy Yar,53.6039,91.3903,6.69,83,100,0.0,RU,2022-01-09 17:09:11
407,Pudozh,61.8099,36.5345,10.83,99,100,1.81,RU,2022-01-09 17:09:11
408,Biak,-0.9131,122.8766,75.79,82,30,2.82,ID,2022-01-09 17:10:12
409,Saint Pete Beach,27.7253,-82.7412,81.19,64,46,1.01,US,2022-01-09 17:10:12
410,Iracoubo,5.4802,-53.2011,79.66,71,73,6.51,GF,2022-01-09 17:10:12
411,Ansermanuevo,4.7972,-75.995,77.2,73,93,1.86,CO,2022-01-09 17:10:13
412,Rexburg,43.826,-111.7897,17.28,79,100,0.0,US,2022-01-09 17:06:19
413,Tautira,-17.7333,-149.15,78.82,80,85,18.66,PF,2022-01-09 17:10:13
414,Terrace,54.5163,-128.6035,33.57,98,100,1.52,CA,2022-01-09 17:10:13
415,Omboue,-1.5746,9.2618,80.29,82,93,7.16,GA,2022-01-09 17:10:14
416,Ahipara,-35.1667,173.1667,62.96,89,100,1.16,NZ,2022-01-09 17:10:14
417,Rajshahi,24.3667,88.6,67.01,55,4,5.55,BD,2022-01-09 17:10:14
418,Muros,42.7762,-9.0603,59.5,96,100,11.63,ES,2022-01-09 17:10:15
419,Wukari,7.85,9.7833,92.3,14,73,5.3,NG,2022-01-09 17:08:09
420,Vagay,57.9375,69.0217,2.16,93,7,7.85,RU,2022-01-09 17:10:15
421,Orlandia,-20.7203,-47.8867,71.74,92,100,6.6,BR,2022-01-09 17:10:16
422,Diu,20.7141,70.9822,63.99,45,0,9.95,IN,2022-01-09 17:10:16
423,Shenkursk,62.1091,42.896,12.02,95,100,6.42,RU,2022-01-09 17:08:48
424,Richards Bay,-28.783,32.0377,75.22,75,53,11.21,ZA,2022-01-09 17:10:16
425,Maputo,-25.9653,32.5892,79.23,72,75,1.99,MZ,2022-01-09 17:08:02
426,Santo Antonio,-6.3106,-35.4789,89.56,35,98,15.21,BR,2022-01-09 17:10:17
427,Dobric,44.7019,19.5814,33.8,95,89,4.47,RS,2022-01-09 17:10:17
428,Wewak,-3.5534,143.6268,76.66,87,92,4.52,PG,2022-01-09 17:10:17
429,Ostrovnoy,68.0531,39.5131,22.89,81,100,19.84,RU,2022-01-09 17:10:18
430,Praia Da Vitoria,38.7333,-27.0667,59.76,80,88,19.26,PT,2022-01-09 17:10:18
431,Pisco,-13.7,-76.2167,80.65,61,0,13.8,PE,2022-01-09 17:10:18
432,Aranos,-24.1333,19.1167,83.97,39,97,20.42,NA,2022-01-09 17:10:19
433,Gornyy,55.1153,83.9059,15.93,92,83,16.82,RU,2022-01-09 17:10:19
434,Calabozo,8.9242,-67.4293,92.46,28,91,9.46,VE,2022-01-09 17:10:19
435,Merrill,45.1805,-89.6835,3.38,59,0,13.8,US,2022-01-09 17:10:20
436,Viedma,-40.8135,-62.9967,100.09,15,31,14.5,AR,2022-01-09 17:10:20
437,Pietarsaari,63.65,22.6833,3.88,95,30,2.98,FI,2022-01-09 17:10:20
438,Zhezkazgan,47.8043,67.7144,9.19,85,76,9.35,KZ,2022-01-09 17:10:20
439,Grand Gaube,-20.0064,57.6608,78.39,85,87,6.82,MU,2022-01-09 17:10:21
440,Bandarbeyla,9.4942,50.8122,76.35,69,8,19.8,SO,2022-01-09 17:10:21
441,Kodinsk,58.6881,99.1844,8.64,88,100,6.96,RU,2022-01-09 17:10:21
442,Talnakh,69.4865,88.3972,2.21,96,100,5.93,RU,2022-01-09 17:10:22
443,Macheng,31.1783,115.0319,43.84,85,100,1.39,CN,2022-01-09 17:10:22
444,Sept-Iles,50.2001,-66.3821,20.05,86,100,7.0,CA,2022-01-09 17:10:22
445,Tsimlyansk,47.6461,42.1019,30.61,64,100,19.89,RU,2022-01-09 17:10:23
446,Jasper,37.2001,-94.3502,37.35,70,40,4.0,US,2022-01-09 17:10:23
447,Pangody,65.85,74.4859,-15.29,99,96,7.58,RU,2022-01-09 17:10:23
448,Juneau,58.3019,-134.4197,16.21,86,100,3.44,US,2022-01-09 17:10:24
449,Banda Aceh,5.5577,95.3222,78.4,84,87,8.21,ID,2022-01-09 17:10:24
450,Benguela,-12.5763,13.4055,75.51,82,100,6.87,AO,2022-01-09 17:10:24
451,Laguna,38.421,-121.4238,52.09,95,0,1.01,US,2022-01-09 17:10:25
452,Port Keats,-14.25,129.55,82.74,76,58,7.25,AU,2022-01-09 17:10:25
453,Darhan,49.4867,105.9228,-9.27,100,47,3.58,MN,2022-01-09 17:10:25
454,Odweyne,9.4092,45.064,69.26,54,14,11.65,SO,2022-01-09 17:11:26
455,Vanimo,-2.6741,141.3028,76.12,87,100,5.44,PG,2022-01-09 17:11:26
456,Guru Har Sahai,30.7167,74.4167,52.99,66,6,3.06,IN,2022-01-09 17:11:26
457,Giddarbaha,30.2,74.6667,53.49,67,16,4.23,IN,2022-01-09 17:11:26
458,Half Moon Bay,37.4636,-122.4286,51.1,89,0,0.0,US,2022-01-09 17:11:27
459,Wattegama,6.7989,81.4808,72.52,96,100,3.18,LK,2022-01-09 17:11:27
460,Kalat,29.0225,66.5916,33.31,69,0,2.73,PK,2022-01-09 17:11:27
461,Manutuke,-38.6833,177.9167,62.98,88,93,6.42,NZ,2022-01-09 17:11:28
462,Mubende,0.5606,31.39,71.82,56,100,2.51,UG,2022-01-09 17:11:28
463,Verkhoyansk,67.5447,133.385,-34.51,100,56,1.88,RU,2022-01-09 17:11:28
464,Batagay,67.6333,134.6333,-30.6,99,29,3.98,RU,2022-01-09 17:11:28
465,Beloha,-25.1667,45.05,76.73,75,85,19.1,MG,2022-01-09 17:07:19
466,Baglan,36.1307,68.7083,43.52,73,8,0.81,AF,2022-01-09 17:11:29
467,Gunnedah,-30.9833,150.25,74.82,88,7,5.66,AU,2022-01-09 17:11:29
468,Atar,20.5169,-13.0499,76.64,9,94,12.21,MR,2022-01-09 17:11:30
469,Dongargaon,20.9667,80.85,65.17,82,48,8.32,IN,2022-01-09 17:11:30
470,Yeppoon,-23.1333,150.7333,74.98,74,8,13.18,AU,2022-01-09 17:11:30
471,Rumuruti,0.267,36.5389,64.11,65,15,14.7,KE,2022-01-09 17:11:31
472,Kasongo-Lunda,-6.4667,16.8167,77.25,84,67,2.95,CD,2022-01-09 17:11:31
473,Lake Havasu City,34.4839,-114.3224,58.24,31,0,10.0,US,2022-01-09 17:11:31
474,Poum,-20.2333,164.0167,80.78,78,3,15.1,NC,2022-01-09 17:11:32
